category,mask_file,orig_H,orig_W,raw_defect_%,tfm_defect_%,raw_px_count,tfm_px_count,signal_ratio
walnuts,008_overexposed_mask.png,2048,2448,5.2076,7.2314,261081,11112,1.3886
walnuts,008_regular_mask.png,2048,2448,5.2076,7.2314,261081,11112,1.3886
walnuts,008_shift_1_mask.png,2048,2448,5.2076,7.2314,261081,11112,1.3886
walnuts,008_shift_2_mask.png,2048,2448,5.2076,7.2314,261081,11112,1.3886
walnuts,008_shift_3_mask.png,2048,2448,5.2076,7.2314,261081,11112,1.3886
walnuts,008_underexposed_mask.png,2048,2448,5.2076,7.2314,261081,11112,1.3886
walnuts,009_overexposed_mask.png,2048,2448,1.8189,2.8178,91192,4330,1.5492
walnuts,009_regular_mask.png,2048,2448,1.8189,2.8178,91192,4330,1.5492
walnuts,009_shift_1_mask.png,2048,2448,1.8189,2.8178,91192,4330,1.5492
walnuts,009_shift_2_mask.png,2048,2448,1.8189,2.8178,91192,4330,1.5492
walnuts,009_shift_3_mask.png,2048,2448,1.8189,2.8178,91192,4330,1.5492
walnuts,009_underexposed_mask.png,2048,2448,1.8189,2.8178,91192,4330,1.5492
walnuts,010_overexposed_mask.png,2048,2448,0.6562,0.9983,32901,1534,1.5212
walnuts,010_regular_mask.png,2048,2448,0.6562,0.9983,32901,1534,1.5212
walnuts,010_shift_1_mask.png,2048,2448,0.6562,0.9983,32901,1534,1.5212
walnuts,010_shift_2_mask.png,2048,2448,0.6562,0.9983,32901,1534,1.5212
walnuts,010_shift_3_mask.png,2048,2448,0.6562,0.9983,32901,1534,1.5212
walnuts,010_underexposed_mask.png,2048,2448,0.6562,0.9983,32901,1534,1.5212
walnuts,011_overexposed_mask.png,2048,2448,1.2228,2.0395,61305,3134,1.6679
walnuts,011_regular_mask.png,2048,2448,1.2228,2.0395,61305,3134,1.6679
walnuts,011_shift_1_mask.png,2048,2448,1.2228,2.0395,61305,3134,1.6679
walnuts,011_shift_2_mask.png,2048,2448,1.2228,2.0395,61305,3134,1.6679
walnuts,011_shift_3_mask.png,2048,2448,1.2228,2.0395,61305,3134,1.6679
walnuts,011_underexposed_mask.png,2048,2448,1.2228,2.0395,61305,3134,1.6679
walnuts,012_overexposed_mask.png,2048,2448,0.0214,0.0488,1075,75,2.2763
walnuts,012_regular_mask.png,2048,2448,0.0214,0.0488,1075,75,2.2763
walnuts,012_shift_1_mask.png,2048,2448,0.0214,0.0488,1075,75,2.2763
walnuts,012_shift_2_mask.png,2048,2448,0.0214,0.0488,1075,75,2.2763
walnuts,012_shift_3_mask.png,2048,2448,0.0214,0.0488,1075,75,2.2763
walnuts,012_underexposed_mask.png,2048,2448,0.0214,0.0488,1075,75,2.2763
walnuts,013_overexposed_mask.png,2048,2448,2.3759,3.2851,119115,5048,1.3827
walnuts,013_regular_mask.png,2048,2448,2.3759,3.2851,119115,5048,1.3827
walnuts,013_shift_1_mask.png,2048,2448,2.3759,3.2851,119115,5048,1.3827
walnuts,013_shift_2_mask.png,2048,2448,2.3759,3.2851,119115,5048,1.3827
walnuts,013_shift_3_mask.png,2048,2448,2.3759,3.2851,119115,5048,1.3827
walnuts,013_underexposed_mask.png,2048,2448,2.3759,3.2851,119115,5048,1.3827
walnuts,014_overexposed_mask.png,2048,2448,2.9064,2.2842,145714,3510,0.7859
walnuts,014_regular_mask.png,2048,2448,2.9064,2.2842,145714,3510,0.7859
walnuts,014_shift_1_mask.png,2048,2448,2.9064,2.2842,145714,3510,0.7859
walnuts,014_shift_2_mask.png,2048,2448,2.9064,2.2842,145714,3510,0.7859
walnuts,014_shift_3_mask.png,2048,2448,2.9064,2.2842,145714,3510,0.7859
walnuts,014_underexposed_mask.png,2048,2448,2.9064,2.2842,145714,3510,0.7859
